Plant_ID,Category,Common_Name,Green_Acres_URL,Estimate_Confidence,Needs_Green_Acres_Source,Green_Acres_Source_Need_Reason,Mature_Height_ft_est,Mature_Width_ft_est,High_Confidence_Fields,Knowledge_Notes
1,ANNUALS,Alyssum,https://idiggreenacres.com/products/alyssum?variant=13996299354164,High-confidence estimate,FALSE,,0.5,1,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Annual type matched.
898,SHRUBS,Hydrangea Fort Bragg,https://idiggreenacres.com/products/hydrangea-fort-bragg?variant=31522991472663,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
899,SHRUBS,Hydrangea Glowing Embers,https://idiggreenacres.com/products/hydrangea-glowing-embers?variant=31523081420823,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
900,SHRUBS,Hydrangea Limelight,https://idiggreenacres.com/products/hydrangea-limelight?variant=29178088783924,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
901,SHRUBS,Hydrangea Little Quick Fire,https://idiggreenacres.com/products/hydrangea-little-quick-fire?variant=31538931859479,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
902,SHRUBS,Hydrangea Royal Purple,https://idiggreenacres.com/products/hydrangea-royal-purple?variant=31523367092247,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
903,SHRUBS,Hydrangea White,https://idiggreenacres.com/products/hydrangea-white?variant=31523495280663,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
904,SHRUBS,Hydrangeanikkoblue,https://idiggreenacres.com/products/hydrangeanikkoblue?variant=9881479249972,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
905,SHRUBS,Indian Hawthorn Majestic Beauty Standard Trunk,https://idiggreenacres.com/products/indian-hawthorn-majestic-beauty-standard-trunk?variant=14708703133748,Medium guesstimate,FALSE,,4,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Indian hawthorn general mature size estimate.
906,SHRUBS,Indian Hawthorn Pink Dancer,https://idiggreenacres.com/products/indian-hawthorn-pink-dancer?variant=14487999021108,Medium guesstimate,FALSE,,4,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Indian hawthorn general mature size estimate.
907,SHRUBS,Indian Hawthorn Pinkie,https://idiggreenacres.com/products/indian-hawthorn-pinkie?variant=39407582707881,Medium guesstimate,FALSE,,4,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Indian hawthorn general mature size estimate.
908,SHRUBS,Japanese Aralia,https://idiggreenacres.com/products/japanese-aralia?variant=31445063532567,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
909,SHRUBS,Japanese Aucuba Gold Dust,https://idiggreenacres.com/products/japanese-aucuba-gold-dust?variant=31500426477591,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
910,SHRUBS,Japanese Tassel Fern,https://idiggreenacres.com/products/japanese-tassel-fern?variant=31538422448151,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Fern general size estimate.
911,SHRUBS,Jessamine Orange Peel,https://idiggreenacres.com/products/jessamine-orange-peel?variant=31510912794647,High-confidence estimate,FALSE,,12,10,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bcitrus\b|lemon\b|orange\b|mandarin\b|lime\b|grapefruit\b|kumquat\b
912,SHRUBS,Juniper Blue Pacific Shore,https://idiggreenacres.com/products/juniper-blue-pacific-shore?variant=31471405334551,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
913,SHRUBS,Juniper Blue Star,https://idiggreenacres.com/products/juniper-blue-star?variant=31471653322775,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
914,SHRUBS,Juniper Green Mound,https://idiggreenacres.com/products/juniper-green-mound?variant=31140518920215,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
915,SHRUBS,Juniper Icee Blue Monrovia,https://idiggreenacres.com/products/juniper-icee-blue-monrovia?variant=31471611314199,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
916,SHRUBS,Juniper Mintjulep2ball,https://idiggreenacres.com/products/juniper-mintjulep2ball?variant=13268202094644,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
917,SHRUBS,Juniper Shimpaku Hindupan Topiary,https://idiggreenacres.com/products/juniper-shimpaku-hindupan-topiary?variant=13968142991412,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
918,SHRUBS,Juniper Spartan,https://idiggreenacres.com/products/juniper-spartan?variant=41974789996713,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
919,SHRUBS,Juniper Spartan Spiral,https://idiggreenacres.com/products/juniper-spartan-spiral?variant=13069508771892,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
920,SHRUBS,Juniper Wichita Blue,https://idiggreenacres.com/products/juniper-wichita-blue?variant=42425233146025,High-confidence estimate,FALSE,,3,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bjuniper\b|juniperus
921,SHRUBS,Leatherleaf Fern,https://idiggreenacres.com/products/leatherleaf-fern?variant=31538583437335,Medium guesstimate,FALSE,,3,3,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Fern general size estimate.
922,SHRUBS,Lemon Bottlebrush,https://idiggreenacres.com/products/lemon-bottlebrush?variant=14758326075444,High-confidence estimate,FALSE,,6,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bbottlebrush\b|callistemon
923,SHRUBS,Lemon Bottlebrush Standard Trunk,https://idiggreenacres.com/products/lemon-bottlebrush-standard-trunk?variant=14655164612660,High-confidence estimate,FALSE,,6,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bbottlebrush\b|callistemon
924,SHRUBS,Lemon Cypress Wilma,https://idiggreenacres.com/products/lemon-cypress-wilma?variant=46603626119337,High-confidence estimate,FALSE,,12,10,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Rule matched: \bcitrus\b|lemon\b|orange\b|mandarin\b|lime\b|grapefruit\b|kumquat\b
925,SHRUBS,Lets Dance Blue Jangles Hydrangea,https://idiggreenacres.com/products/lets-dance-174-blue-jangles-hydrangea?variant=13867587272756,Medium guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Hydrangea general mature size estimate.
926,SHRUBS,Leucodendron Assorted,https://idiggreenacres.com/products/leucodendron-assorted?variant=14159071019060,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
927,SHRUBS,Lilac Monrovia,https://idiggreenacres.com/products/lilac-monrovia?variant=14488544903220,Medium guesstimate,FALSE,,6,6,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Lilac general mature size estimate.
928,SHRUBS,Lily Of The Nile,https://idiggreenacres.com/products/lily-of-the-nile?variant=13874080677940,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
929,SHRUBS,Lily Of The Nile Baby Pete,https://idiggreenacres.com/products/lily-of-the-nile-baby-pete?variant=13911770923060,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
930,SHRUBS,Lily Of The Nile Black Pantha,https://idiggreenacres.com/products/lily-of-the-nile-black-pantha?variant=31311564406807,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
931,SHRUBS,Lily Of The Nile Brilliant Blue,https://idiggreenacres.com/products/lily-of-the-nile-brilliant-blue?variant=13873554948148,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
932,SHRUBS,Lily Of The Nile Ever Amethyst,https://idiggreenacres.com/products/lily-of-the-nile-ever-amethyst?variant=42689940783273,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
933,SHRUBS,Lily Of The Nile Ever Sapphire,https://idiggreenacres.com/products/lily-of-the-nile-ever-sapphire?variant=31500125437975,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
934,SHRUBS,Lily Of The Nile Ever White,https://idiggreenacres.com/products/lily-of-the-nile-ever-white?variant=31500138119191,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
935,SHRUBS,Lily Of The Nile Peter Pan White,https://idiggreenacres.com/products/lily-of-the-nile-peter-pan-white?variant=31500171182103,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
936,SHRUBS,Lily Of The Nile Queen Anne,https://idiggreenacres.com/products/lily-of-the-nile-queen-anne?variant=28940782927924,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
937,SHRUBS,Lily Of The Nile Storm Cloud,https://idiggreenacres.com/products/lily-of-the-nile-storm-cloud?variant=13873902223412,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
938,SHRUBS,Lily Of The Nile Tinker Bell,https://idiggreenacres.com/products/lily-of-the-nile-tinker-bell?variant=13873886462004,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
939,SHRUBS,Lily Turf Big Blue,https://idiggreenacres.com/products/lily-turf-big-blue?variant=31475964510231,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
940,SHRUBS,Lilyturf Purple Explosion,https://idiggreenacres.com/products/lilyturf-purple-explosion?variant=47172873519273,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
941,SHRUBS,Lilyturf Royal Purple,https://idiggreenacres.com/products/lilyturf-royal-purple?variant=29046641852468,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
942,SHRUBS,Lilyturf Silvery Sunproof,https://idiggreenacres.com/products/lilyturf-silvery-sunproof?variant=31476151615511,Low guesstimate,FALSE,,5,5,Mature_Height_ft_est; Mature_Width_ft_est; Minimum_Spacing_ft_est; Flowers; Flower_Color_Est; Evergreen_Est; Plant_Form_Est; Pool_Suitable_Est; Slope_Suitable_Est; Privacy_Suitable_Est; Plan_Symbol_File; Plan_Symbol_Color,Shrub category only. Size needs source. | Broad shrub category fallback. Verify exact mature size.
