Common_Name,Botanical_Name,Category,Plan_Symbol_File,Plan_Symbol_Type,Icon_Label,Plan_Symbol_Color
Nectarine,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#769360
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
Nectarine 'Heavenly White',Dave Wilson Nursery&#174;,TREES,109.svg,simple-dot-canopy,Simple dot canopy,#89B66F
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
Nectarine 'Liz's Late',Dave Wilson Nursery&#174;,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#7CA46D
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
"Nectarine 'Arctic Babe', Miniature",Dave Wilson Nursery&#174;,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#66945F
"Nectarine 'Garden Delight', Miniature",Dave Wilson Nursery&#174;,TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#7EB97B
"Nectarine 'Necta Zee', Miniature",Dave Wilson Nursery&#174;,TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#59945B
Nectarine,Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#749E5F
Nectarine 'Snow Queen',Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#729062
Nectarine,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#769360
"Nectarine 'Sol Dorado', Miniature",Dave Wilson Nursery&#174;,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#8AA97C
Oklahoma Redbud,Cercis reniformis texensis 'Oklahoma' Std,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#95AA73
Palo Verde,Cercidium 'Desert Museum',TREES,88.svg,textured-round-shrub,Textured round shrub,#699568
Palo Verde,Cercidium 'Desert Museum',TREES,88.svg,textured-round-shrub,Textured round shrub,#699568
Peach and Nectarine Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#53A453
Peach 'Arctic Supreme',Dave Wilson Nursery&#174;,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#83B174
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach 'Babcock',Dave Wilson Nursery&#174;,TREES,57.svg,open-shrub-mass,Open shrub mass,#82A864
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
Peach 'Donut Stark Saturn',Dave Wilson Nursery&#174;,TREES,93.svg,small-round-shrub,Small round shrub,#71A672
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
Peach 'Elberta',Prunus persica 'Elberta',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#8CB477
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
Peach 'Eva's Pride',Dave Wilson Nursery&#174;,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#90AF85
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach 'Fay (Late) Elberta',Dave Wilson Nursery&#174;,TREES,67.svg,plain-round-shrub,Plain round shrub,#80A26A
Peach 'Frost',Dave Wilson Nursery&#174;,TREES,68.svg,serrated-round-shrub,Serrated round shrub,#82A883
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
"Peach 'Honey Babe', Miniature",Dave Wilson Nursery&#174;,TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#74976A
Peach Multi-Graft Combo Bareroot,Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#82A076
Peach 'O'Henry',Dave Wilson Nursery&#174;,TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#72AD5F
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
Peach 'Red Baron',Dave Wilson Nursery&#174;,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#5D9B52
Peach 'Redhaven',Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#73A374
Peach,"Huserik Bros. Nursery, Inc.",TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#86B774
"Peach 'Snow Babe', Miniature",Dave Wilson Nursery&#174;,TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#8AAF85
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach 'Snow Beauty',Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#6FA25B
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Peach 'Strawberry Free',Dave Wilson Nursery&#174;,TREES,68.svg,serrated-round-shrub,Serrated round shrub,#8EAE86
Peach,Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#70A56C
Asian Pear '20th Century',Dave Wilson Nursery&#174;,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#729568
Asian Pear 'Hosui',Dave Wilson Nursery&#174;,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#78AB70
Asian Pear,"Huserik Bros. Nursery, Inc.",TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#66A05C
Asian Pear 'Shinseiki',Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#7EB174
Pear 'Bartlett',Pyrus communis 'Bartlett',TREES,68.svg,serrated-round-shrub,Serrated round shrub,#8DB57B
Pear,"Huserik Bros. Nursery, Inc.",TREES,110.svg,dense-broken-shrub,Dense broken shrub,#76AA71
Pear,"Huserik Bros. Nursery, Inc.",TREES,110.svg,dense-broken-shrub,Dense broken shrub,#76AA71
Pear Multi-Graft Combo #2 Bareroot,Dave Wilson Nursery&#174;,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#89B084
Pear 'Warren',Dave Wilson Nursery&#174;,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#7EA760
Pear,Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#87B47C
Persimmon 'Fuyu',Dave Wilson Nursery&#174;,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#81B16F
Persimmon,"Huserik Bros. Nursery, Inc.",TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#82AB7F
Persimmon 'Giant Fuyu',Dave Wilson Nursery&#174;,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#94B084
Persimmon,Dave Wilson Nursery&#174;,TREES,111.svg,rocky-broken-shrub,Rocky broken shrub,#7DAF67
Pindo Palm,Butia captitata,TREES,46.svg,palm,Palm,#719E67
Pink Flowering Dogwood,Cornus florida 'Rubra',TREES,86.svg,branching-vine-shrub,Branching vine/shrub,#98AE5B
Pink Weeping Cherry,Prunus x subhirtella 'Pendula',TREES,109.svg,simple-dot-canopy,Simple dot canopy,#63AA62
Plum 'Burgundy',,TREES,109.svg,simple-dot-canopy,Simple dot canopy,#7CAF7D
Plum 'Elephant Heart',"Huserik Bros. Nursery, Inc.",TREES,109.svg,simple-dot-canopy,Simple dot canopy,#7FB07B
Plum,"Huserik Bros. Nursery, Inc.",TREES,55.svg,spiral-round-shrub,Spiral round shrub,#7B9D74
Plum 'Emerald Beaut',,TREES,22.svg,curved-layer-canopy,Curved layer canopy,#76965C
Plum,,TREES,54.svg,soft-round-shrub,Soft round shrub,#8FB675
Plum,Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#7DAE6D
Plum Multi-Graft Combo Bareroot,Dave Wilson Nursery&#174;,TREES,60.svg,smooth-round-mound,Smooth round mound,#69A061
Plum 'Santa Rosa',Prunus salicina 'Santa Rosa',TREES,60.svg,smooth-round-mound,Smooth round mound,#85A170
Plum,"Huserik Bros. Nursery, Inc.",TREES,55.svg,spiral-round-shrub,Spiral round shrub,#7B9D74
Plum 'Satsuma',,TREES,60.svg,smooth-round-mound,Smooth round mound,#73965C
Plum,"Huserik Bros. Nursery, Inc.",TREES,55.svg,spiral-round-shrub,Spiral round shrub,#7B9D74
Plum,Dave Wilson Nursery&#174;,TREES,20.svg,round-shrub-mass,Round shrub mass,#7DAE6D
Pomegranate ??Wonderful??,Punica granatum 'Wonderful',TREES,82.svg,small-flower-cluster,Small flower cluster,#8EA783
Prune 'French Improved',"Huserik Bros. Nursery, Inc.",TREES,22.svg,curved-layer-canopy,Curved layer canopy,#73A053
Prune,"Huserik Bros. Nursery, Inc.",TREES,68.svg,serrated-round-shrub,Serrated round shrub,#7BA562
Flowering Plum,Prunus cerasifera 'Krauter Vesuvius',TREES,11.svg,broken-texture-shrub,Broken texture shrub,#8A9E70
Purple Hopseed Standard Trunk,Dodonaea viscosa 'Purpurea' Std,TREES,54.svg,soft-round-shrub,Soft round shrub,#699C5C
Pygmy Date Palm,Phoenix roebelenii,TREES,46.svg,palm,Palm,#83A75F
Queen Palm,Syagrus romanzoffianum,TREES,46.svg,palm,Palm,#82AE7B
Red Maple,Acer x freemanii 'Autumn Blaze',TREES,109.svg,simple-dot-canopy,Simple dot canopy,#7B9C70
Red Maple,Acer rubrum 'Brandywine',TREES,68.svg,serrated-round-shrub,Serrated round shrub,#5EAE5E
Red Maple,Acer rubrum 'Red Sunset',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#6B8E65
Red Oak,Quercus rubra,TREES,73.svg,cloud-shrub-mound,Cloud shrub mound,#7CA661
Red Tip Photinia Shrub,Photinia x fraseri,TREES,89.svg,dense-needle-conifer,Dense needle/conifer,#85A76A
Red Tip Photinia Standard Trunk,Photinia x fraseri Standard,TREES,78.svg,airy-vine-cluster,Airy vine cluster,#71B165
River Birch,Betula nigra 'Dura Heat',TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#82A56C
River Birch,Betula nigra 'Dura Heat',TREES,7.svg,irregular-shrub-canopy,Irregular shrub canopy,#82A56C
Royal Raindrops Crabapple,Malus 'Royal Raindrops',TREES,98.svg,trailing-leaf-mass,Trailing leaf mass,#96B374
Sago Palm,Cycas revoluta,TREES,46.svg,palm,Palm,#8DAB79
"Grapefruit 'Oro Blanco', Semi-Dwarf",Grapefruit 'Oro Blanco' Semi-Dwarf,TREES,57.svg,open-shrub-mass,Open shrub mass,#8DA981
"Grapefruit 'Rio Red', Semi-Dwarf",Grapefruit 'Rio Red',TREES,56.svg,large-smooth-canopy,Large smooth canopy,#7CB779
"Kumquat 'Nagami', Semi-Dwarf",,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#55A354
"Lemon 'Eureka', Semi-Dwarf",,TREES,107.svg,fringed-round-shrub,Fringed round shrub,#6AA76C
"Lemon 'Improved Meyer', Semi-Dwarf",Lemon 'Improved Meyer' Semi-Dwarf,TREES,67.svg,plain-round-shrub,Plain round shrub,#92AD7D
"Lime 'Bearss', Semi-Dwarf",,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#6CA35A
"Lime 'Mexican Key', Semi-Dwarf",,TREES,54.svg,soft-round-shrub,Soft round shrub,#86B872
"Lime 'Thai Kieffer', Semi-Dwarf",,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#70AE6D
"Mandarin 'Clementine', Semi-Dwarf",,TREES,57.svg,open-shrub-mass,Open shrub mass,#7A9D6F
"Mandarin 'Gold Nugget', Semi-Dwarf",Mandarin 'Gold Nugget' Semi-Dwarf,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#739964
"Mandarin 'Tango', Semi-Dwarf",,TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#58A557
"Navel Orange 'Washington', Semi-Dwarf",Orange 'Washington' Navel Semi-Dwarf,TREES,67.svg,plain-round-shrub,Plain round shrub,#81A973
"Orange 'Valencia', Semi-Dwarf",,TREES,20.svg,round-shrub-mass,Round shrub mass,#7BAD6A
"Mandarin 'Owari Satsuma', Semi-Dwarf",Mandarin 'Owari Satsuma' Semi-Dwf,TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#84B085
Shantung Maple,Acer truncatum 'Pacific Sunset',TREES,10.svg,ringed-tree-canopy,Ringed tree canopy,#95B07F
Shiny Xylosma Standard Trunk,Xylosma congestum,TREES,56.svg,large-smooth-canopy,Large smooth canopy,#89A17A
Silver Dollar Gum,Eucalyptus polyanthemos,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#84AF80
Sugar Twist Pluerry&#8482; Interspecific Plum Bareroot,Dave Wilson Nursery&#174;,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#7EB16F
Sweet Bay,Laurus nobilis,TREES,67.svg,plain-round-shrub,Plain round shrub,#7FA175
Teddy Bear&#174; Southern Magnolia | Monrovia,Magnolia grandiflora 'Teddy Bear',TREES,21.svg,irregular-shrub-mass,Irregular shrub mass,#9DAE79
Western Red Cedar 'Green Giant',Thuja plicata 'Green Giant',TREES,89.svg,dense-needle-conifer,Dense needle/conifer,#5B735A
Traveller Weeping Redbud,Cercis canadensis var. texensis 'Traveller',TREES,68.svg,serrated-round-shrub,Serrated round shrub,#8A9A56
Trident Maple,Acer buergerianum,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#7C9D6A
Tulip Magnolia,Magnolia x soulangeana 'Genie',TREES,23.svg,curved-spreading-canopy,Curved spreading canopy,#829B5E
Chinese Elm,Ulmus parvifolia 'Drake',TREES,29.svg,flowering-shrub-mass,Flowering shrub mass,#609C62
Valley Oak Standard Trunk,Quercus lobata,TREES,55.svg,spiral-round-shrub,Spiral round shrub,#7E9A6D
Weeping Blue Atlas Cedar,Cedrus atlantica 'Glauca Pendula',TREES,103.svg,radial-spike-canopy,Radial spike canopy,#52855A
Weeping Cherry,Prunus serrulata 'Snow Fountains',TREES,54.svg,soft-round-shrub,Soft round shrub,#7CA85A
Weeping Willow,Salix babylonica,TREES,105.svg,soft-textured-round-shrub,Soft textured round shrub,#82A96D
Western Redbud Multi-Trunk,Cercis occidentalis,TREES,16.svg,large-flowering-plant,Large flowering plant,#8FAE74
Western Redbud Standard Trunk,Cercis occidentalis,TREES,110.svg,dense-broken-shrub,Dense broken shrub,#858E5C
White Flowering Dogwood,Cornus florida 'White',TREES,86.svg,branching-vine-shrub,Branching vine/shrub,#8EA46F
White Flowering Dogwood 'Eddie's White Wonder',Cornus florida 'Eddie's White Wonder',TREES,12.svg,airy-branching-plant,Airy branching plant,#81A26C
White Flowering Dogwood 'Venus',Cornus x 'Venus',TREES,36.svg,vine-branching,Vine branching,#85A36B
Windmill Palm,Trachycarpus fortunei,TREES,46.svg,palm,Palm,#8BB371
Wisteria 'Amethyst Falls' Staked,Wisteria frutescens 'Amethyst Falls',TREES,78.svg,airy-vine-cluster,Airy vine cluster,#6D935A
Wisteria 'Cooke's Purple' Staked,Wisteria sinensis 'Cooke's Purple',TREES,78.svg,airy-vine-cluster,Airy vine cluster,#619161
Wisteria Staked,Wisteria sinensis,TREES,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#78A576
Zelkova 'Village Green',Zelkova serrata 'Village Green',TREES,87.svg,dense-wavy-shrub,Dense wavy shrub,#759F6D
Asian Jasmine,Trachelospermum asiaticum,VINES,40.svg,airy-branching-flower,Airy branching flower,#C98DC3
Asian Jasmine 'Tricolor',Trachelospermum asiaticum 'Tricolor',VINES,86.svg,branching-vine-shrub,Branching vine/shrub,#C176A0
Balboa Sunset&#174; Trumpet Vine | Monrovia,Campsis radicans 'Balboa Sunset',VINES,98.svg,trailing-leaf-mass,Trailing leaf mass,#C47DA7
Black-Eyed Susan Vine,Thunbergia alata,VINES,12.svg,airy-branching-plant,Airy branching plant,#B884B3
Bougainvillea Staked,Bougainvillea Assorted,VINES,36.svg,vine-branching,Vine branching,#D4A0B9
Carolina Jessamine Stake,Gelsemium sempervirens,VINES,38.svg,vine-leaf-trail,Vine leaf trail,#E7BD4B
Clematis,,VINES,38.svg,vine-leaf-trail,Vine leaf trail,#C89DB4
Creeping Fig Stake,Ficus pumila Stake,VINES,78.svg,airy-vine-cluster,Airy vine cluster,#85B07B
Crossvine 'Tangerine Beauty',Bignonia capreolata 'Tangerine Beauty',VINES,97.svg,round-leaf-vine-canopy,Round leaf vine canopy,#C98DB7
Grape 'Black Monukka',Vitis 'Black Monukka',VINES,86.svg,branching-vine-shrub,Branching vine/shrub,#C176AE
Grape 'Concord Seedless',Vitis 'Concord Seedless',VINES,78.svg,airy-vine-cluster,Airy vine cluster,#D6A4BC
Grape 'Flame Seedless',Vitis 'Flame Seedless',VINES,86.svg,branching-vine-shrub,Branching vine/shrub,#D29EBA
Grape 'Thompson Seedless',Vitis 'Thompson Seedless',VINES,86.svg,branching-vine-shrub,Branching vine/shrub,#D199C9
Hall's Honeysuckle Stake,Lonicera japonica 'Halliana',VINES,98.svg,trailing-leaf-mass,Trailing leaf mass,#C488BD
"Kiwi Assorted 4"" Sleeve",Dave Wilson Nursery&#174;,VINES,37.svg,swirling-grass-vine,Swirling grass/vine,#CDA7C3
Lavender Trumpet Vine Stake,Clytostoma callistegioides,VINES,43.svg,fern-branching,Fern/branching foliage,#A49CCF
Lilac Vine Stake,Hardenbergia violacea,VINES,98.svg,trailing-leaf-mass,Trailing leaf mass,#D293CD
Mandevilla,,VINES,78.svg,airy-vine-cluster,Airy vine cluster,#BD8FA5
Morning Glory,Ipomoea acuminata,VINES,40.svg,airy-branching-flower,Airy branching flower,#C879B8
Passion Fruit,Passiflora edulis,VINES,98.svg,trailing-leaf-mass,Trailing leaf mass,#B780AD
Pink Bower Vine,Pandorea jasminoides 'Rosea',VINES,12.svg,airy-branching-plant,Airy branching plant,#D46BA9
Pink Jasmine Stake,Jasminum polyanthum,VINES,40.svg,airy-branching-flower,Airy branching flower,#E097C3
Star Jasmine,Trachelospermum jasminoides,VINES,78.svg,airy-vine-cluster,Airy vine cluster,#7B9772
Star Jasmine Stake,Trachelospermum jasminoides Stake,VINES,12.svg,airy-branching-plant,Airy branching plant,#70A371
Variegated Bower Vine,Pandorea jasminoides 'Variegata',VINES,12.svg,airy-branching-plant,Airy branching plant,#D2A7C0
White Potato Vine Stake,Solanum jasminoides,VINES,38.svg,vine-leaf-trail,Vine leaf trail,#BFC5A0
Zestful&#8482; Lollipop Grape | Monrovia,Vitis 'Zestful Lollipop',VINES,38.svg,vine-leaf-trail,Vine leaf trail,#CA96BC
Zestful&#8482; Waterfall Grape | Monrovia,Vitis 'Zestful Waterfall',VINES,12.svg,airy-branching-plant,Airy branching plant,#CF96BB
